# ref_src_2019_03.tsv をマルチクラスのGLAD法で品質評価した結果
# 本tsvファイルの列名は以下の通り。ただし、この行のように、「#」で始める行はコメント行。
#語彙素ID_1	語彙素読み1	語彙素1	語彙素ID_2	語彙素読み2	語彙素2	2つの語彙素が近しい意味を持つ確率
92746	カイトトノエル	買い整える	55148	カイカケ	買い掛け	0.926142
92669	ハレフクラム	腫れ膨らむ	64046	ハレ	腫れ	0.884872
92568	ヌスミコム	盗み込む	28714	ヌスミ	盗み	0.880741
37602	モウシノベル	申し述べる	298440	モウシオク	申し置く	0.935794
56847	シタテオロシ	仕立て下ろし	15431	シタテル	仕立てる	0.860534
57140	スレアウ	擦れ合う	58778	スレ	擦れ	0.814485
19512	スリアワセ	擦り合わせ	332494	スリアウ	擦り合う	0.985136
136227	ウリノガス	売り逃す	51292	ウリクチ	売り口	0.848327
261265	フィフティーンス	フィフティーンス-fifteen	32367	フィフティーン	フィフティーン-fifteen	0.997107
68760	シモガレル	霜枯れる	68756	シモガレ	霜枯れ	0.999986
3372	ウマレオチル	生まれ落ちる	87132	ウマレデル	生まれ出る	0.999994
86564	マイクロメーター	マイクロメーター-micrometer	71469	マイクロ	マイクロ-micro	0.973202
186281	プラカラー	プラカラー	183285	プラ	プラ-plaza	0.917666
251217	オクタクロロナフタレン	オクタクロロナフタレン-octachloronaphthalene	250337	オクタクロロ	オクタクロロ-octachloro	0.950313
234605	カガヤキハダ	輝き肌	212498	カガヤカ	輝か	0.936759
65424	フミシダク	踏みしだく	33021	フム	踏む	0.994399
65134	フキイレル	吹き入れる	89090	フキイル	吹き入る	0.982325
65526	フサギコム	塞ぎ込む	32737	フサグ	塞ぐ	0.999428
311215	ハイズリマワス	這いずり回す	63179	ハイズル	這いずる	0.894867
23086	ダイヤモンド	ダイヤモンド-diamond	120841	ダイヤ	ダイヤ-diamond	0.999754
191769	ヒロゲモツ	広げ持つ	31889	ヒロゲル	広げる	0.972108
192661	ユガミネジレル	歪み捩じれる	31379	ヒズミ	歪み	0.958838
19277	ステンレス	ステンレス-stainless	254688	ステン	ステン-soutien	0.856642
115289	キャバクラ	キャバクラ-cabaret club	149894	キャバ	キャバ-cabaret	0.996914
177745	タチアワス	立ち会わす	22374	タチアイ	立ち会い	0.994531
63914	ハライノケル	払い除ける	199721	ハライサル	払い去る	0.934852
204443	ヤケホロビル	焼け滅びる	50156	ヤケ	焼け	0.803868
248986	ハイドロリック	ハイドロリック-hydraulic	45319	ハイドロ	ハイドロ-hydro	0.983024
24914	ティーチング	ティーチング-teaching	231917	ティーチ	ティーチ-teacch	0.880134
4374	オイタテル	追い立てる	193233	オイタテ	追い立て	0.997796
24490	ツキアゲル	突き上げる	193326	ツキアゲ	突き上げ	0.999837
47621	イイヌケル	言い抜ける	193936	イイヌケ	言い抜け	0.988352
176028	ヌイアワサル	縫い合わさる	194361	ヌイアワセ	縫い合わせ	0.999961
175923	クルシミモガク	苦しみもがく	175866	クルシミナヤム	苦しみ悩む	0.921238
146098	クロノテラピー	クロノテラピー-Chronotherapy	211662	クロノ	クロノ-chron	0.903928
47628	イイハナツ	言い放つ	1571	イウ	言う	0.988713
267245	ヌイススメル	縫い進める	28684	ヌウ	縫う	0.98929
195509	タベアワセル	食べ合わせる	189913	タベアワセ	食べ合わせ	0.999913
177778	カミアワス	噛み合わす	193305	カミアイ	噛み合い	0.985626
46630	アクタレル	悪たれる	46629	アクタレ	悪たれ	0.999993
47866	ウチアワセル	打ち合わせる	87092	ウチアワス	打ち合わす	0.996758
22483	タテコモル	立て籠もる	194099	タテコモリ	立て籠り	0.999638
62723	ヌキハナツ	抜き放つ	28691	ヌキ	抜き	0.993331
62375	ナマアタタカイ	生温かい	71350	ナマアタタカ	生温か	1.0
7440	カワリガワリ	代わり代わり	49098	カワリバン	代わり番	0.993084
10473	クリアゲル	繰り上げる	93474	クリアゲ	繰り上げ	1.0
10475	クリイレル	繰り入れる	10474	クリイレ	繰り入れ	0.88904
275744	フレサス	触れさす	14492	サワル	触る	0.947389
301432	コギマワル	漕ぎ回る	138037	コギ	漕ぎ	0.980164
17218	シワケル	仕分ける	17217	シワケ	仕分け	0.953913
172654	カナシミナゲク	悲しみ嘆く	6895	カナシミ	悲しみ	0.989988
92834	ノミクラウ	飲み食らう	29217	ノミクイ	飲み食い	0.874852
92838	カケオリル	駆け下りる	90883	カケクダル	駆け下る	0.985176
92667	クサリカケル	腐り掛ける	10096	クサス	腐す	0.997487
298228	イイアゲル	言い上げる	90647	イイセマル	言い迫る	0.877085
2494	イミグレーション	イミグレーション-immigration	187545	イミグレ	イミグレ-immigration	0.912805
227649	ニオイチル	匂い散る	28202	ニオウ	匂う	0.99306
214463	ノミオロス	飲み下ろす	63071	ノミクダス	飲み下す	0.985233
160815	ニゲイル	逃げ入る	64410	ニゲバ	逃げ場	0.991961
160835	ヒケル	引ける	31205	ヒキ	引き	0.997367
206875	トカシイレル	溶かし入れる	214525	トカシナガス	溶かし流す	0.857409
222549	バイオメカニクス	バイオメカニクス-biomechanics	159991	バイオ	バイオ	0.970828
52038	ケヤブル	蹴破る	11232	ケル	蹴る	0.996932
65608	フリアテル	振り当てる	194300	フリアテ	振り当て	0.962201
187411	ボキャブラ	ボキャブラ	274951	ボキャ	ボキャ	0.910269
204105	トメウチ	止め打ち	38510	ヤメ	止め	0.993675
203984	フキイデル	吹き出でる	87283	フキデル	吹き出る	0.977516
199570	アツメソロエル	集め揃える	831	アツメ	集め	0.867449
30673	バックパッカー	バックパッカー-backpacker	30674	バックパック	バックパック-backpack	0.998255
187782	ネットゲー	ネットゲー	28858	ネット	ネット-net	0.832444
59589	セリアウ	競り合う	49458	キオウ	競う	0.962044
59576	セメヨセル	攻め寄せる	59577	セメヨル	攻め寄る	0.998077
59218	ダキアワセ	抱き合わせ	89571	イダキアウ	抱き合う	0.946605
59334	タズネアワセル	尋ね合わせる	89233	タズネアウ	尋ね合う	0.972561
241675	アワセカザル	合わせ飾る	1303	アワセル	合わせる	0.891153
20688	セールスマン	セールスマン-salesman	133574	セール	セール-sail	0.998884
44604	コンディショニング	コンディショニング-conditioning	82969	コンディショナル	コンディショナル-conditional	0.999931
222039	インポセックス	インポセックス	260529	インポ	インポ	0.809035
33799	プロフェッショナル	プロフェッショナル-professional	120877	プロ	プロ-production	0.99999
259146	ジャレアウ	戯れ合う	291266	タワレ	戯れ	0.980437
174059	カシタス	貸し足す	6493	カス	貸す	0.821565
172453	カタリキカセル	語り聞かせる	6689	カタル	語る	0.814398
173594	アラボリ	粗彫り	1107	アライ	粗い	0.998059
90208	ムスビアワス	結び合わす	92628	ムスビアウ	結び合う	0.966802
191171	ケリオロス	蹴り下ろす	11232	ケル	蹴る	0.938065
70514	ヤブケル	破ける	38397	ヤブク	破く	0.991268
71397	オモイナヤム	思い悩む	54552	オモイモノ	思い者	0.923638
194730	フルマイザケ	振る舞い酒	33182	フルマウ	振る舞う	0.806478
277000	ロックス	ロックス	40985	ロック	ロック-lock	0.985616
273564	ショックス	ショックス	17025	ショック	ショック-shock	0.981978
206545	アタリケン	当たり券	751	アタリ	当たり	0.99995
201522	アケクラス	明け暮らす	498	アケクレ	明け暮れ	0.911783
180021	アジワイシル	味わい知る	669	アジワイ	味わい	0.972976
225618	ウシロハシ	後ろ端	3119	ウシロ	後ろ	0.989563
90498	モリカタメル	盛り固める	13928	サカル	盛る	0.915149
87203	クドキオトス	口説き落とす	236270	クドキブシ	口説き節	0.962867
177579	スットバス	素っ飛ばす	19247	スットブ	素っ飛ぶ	0.932297
34821	ホリアゲル	彫り上げる	67580	ホリアゲ	彫り上げ	0.998557
90868	イイマギラワス	言い紛らわす	92717	イイマギラス	言い紛らす	0.930573
14181	サズカリモノ	授かり物	194299	サズカリ	授かり	0.976749
14142	サシコム	差し込む	208146	サシグチ	差し口	0.851894
30647	バスケットボール	バスケットボール-basketball	120851	バスケ	バスケ-basketball	0.99357
252233	アセチルラクトイルオキシエチル	アセチルラクトイルオキシエチル-acetyllactoyloxyethyl	101430	アセチル	アセチル-acetyl	0.97426
237134	アズカリフダ	預かり札	46750	アズカリ	預かり	0.906298
249642	ヒキコメル	引き込める	193266	ヒキコミ	引き込み	0.972603
3493	ウリツケル	売り付ける	251899	ウリツケ	売り付け	0.990235
34826	ホリオコシ	掘り起こし	92426	ホリマワス	掘り回す	0.940952
245856	ウカレハシャグ	浮かれはしゃぐ	175815	ウカレサワグ	浮かれ騒ぐ	0.986267
176865	ホリススム	彫り進む	34841	ホル	彫る	0.949788
207714	エコロ	エコロ-ecolo	3786	エコ	エコ-eco	0.820869
90553	ヨミステル	読み捨てる	39471	ヨミステ	読み捨て	0.999521
90717	ススミイデル	進み出でる	87252	ススミデル	進み出る	0.999941
90733	ヤトイイレル	雇い入れる	68202	ヤトイ	雇い	0.994801
47635	イイモラス	言い漏らす	1571	イウ	言う	0.995816
30001	ハナハダシイ	甚だしい	30000	ハナハダ	甚だ	0.97838
30170	ハヤメル	早める	30141	ハヤク	早く	0.956272
97840	パッケージング	パッケージング-packaging	30973	パッケージ	パッケージ-package	0.996069
257632	ダキゴコチ	抱き心地	23115	ダク	抱く	0.957913
14138	サシカケル	差し掛ける	53866	サシカケ	差し掛け	0.999995
8355	キキイレル	聞き入れる	8354	キキイル	聞き入る	0.892261
30988	パナソニック	パナソニック	186370	パナ	パナ	0.990669
90190	ツキタテル	突き立てる	24635	ツツク	突く	0.999729
90090	ホリアテル	掘り当てる	88138	ホリトル	掘り取る	0.806189
90197	タチクサレル	立ち腐れる	58578	タチグサレ	立ち腐れ	0.968865
202246	ツクリワケル	作り分ける	190682	ツクリワケ	作り分け	0.986095
90483	イキクル	生き来る	3393	ウム	生む	0.831857
90482	アラワレイデル	現われ出でる	1171	アラワレル	現われる	0.977481
41842	ビルディング	ビルディング-building	32120	ビル	ビル-building	0.999983
41842	ビルディング	ビルディング-building	83833	ビル	ビル-bill	0.998932
132186	インフィールド	インフィールド-infield	114952	イン	イン-inn	0.886575
9868	ギャランティー	ギャランティー-guarantee	9865	ギャラ	ギャラ-guarantee	1.0
9583	キロメートル	キロメートル-kilometre	9571	キロ	キロ-kilo	0.99999
9576	キログラム	キログラム-kilogramme	9571	キロ	キロ-kilo	0.872723
1109	アライアゲル	洗い上げる	97846	アライアゲ	洗い上げ	0.990974
176400	クルシミアエグ	苦しみ喘ぐ	10526	クルシミ	苦しみ	0.936917
176037	タレナガレル	垂れ流れる	22741	タレナガシ	垂れ流し	0.964838
175996	ハガシトル	剥がし取る	37038	ムク	剥く	0.999818
194668	フカシイモ	蒸かし芋	194388	フカシ	蒸かし	0.970415
33779	プロダクション	プロダクション-production	120877	プロ	プロ-production	0.999304
33748	プレゼンテーション	プレゼンテーション-presentation	120876	プレゼン	プレゼン-presentation	0.975405
24809	ツリアゲル	吊り上げる	24808	ツリアゲ	吊り上げ	0.999978
26552	トビオリル	飛び下りる	26578	トブ	飛ぶ	0.920829
134173	バイセクシュアル	バイセクシュアル-bisexual	30513	バイ	バイ-by	0.999582
89559	ナゲアゲル	投げ上げる	273772	ナゲアゲ	投げ上げ	0.99332
87369	ヨリアツマル	寄り集まる	332205	ヨリタカル	寄り集る	0.985794
87275	タタミカケル	畳み掛ける	198064	タタミカケ	畳み掛け	0.992522
87197	キタエアゲル	鍛え上げる	136027	キタエ	鍛え	0.905529
87200	キリソロエル	切り揃える	191516	キリソロウ	切り揃う	0.999987
82613	インテグレーション	インテグレーション-integration	132169	インテグレート	インテグレート-integrate	0.974985
30949	パスポート	パスポート-passport	30943	パス	パス-pass	0.879408
236706	トムライビト	弔い人	26630	トムラウ	弔う	0.913552
172246	コスリオトス	擦り落とす	19536	スル	擦る	0.941369
183694	バンドワゴン	バンドワゴン-bandwagon	312166	バン	バン-bound	0.98232
884	アドレス	アドレス-address	159895	アド	アド-address	0.992231
887	アナウンサー	アナウンサー-announcer	120756	アナ	アナ-announcer	0.999998
33981	ヘリコプター	ヘリコプター-helicopter	120879	ヘリ	ヘリ-helicopter	0.999883
206076	ノリチガエル	乗り違える	258912	ノリチガイ	乗り違い	0.998555
335316	アワセユウスル	合わせ有する	235228	アワセヅカイ	合わせ使い	0.996464
67530	ムカイアワセ	向かい合わせ	87837	ムカイアウ	向かい合う	0.993599
66999	ミツギモノ	貢ぎ物	67003	ミツグ	貢ぐ	0.801513
67052	ホコロビル	綻びる	34656	ホコロビ	綻び	0.998645
259631	コロガシ	転がし	290796	クルメカス	転す	0.903078
202893	トリマトマル	取り纏まる	26838	トリマトメ	取り纏め	0.999971
82625	インフォームド	インフォームド-informed	82624	インフォ	インフォ-info	0.983281
82491	アッパーカット	アッパーカット-uppercut	70977	アッパー	アッパー-upper	0.908543
7868	カーディガン	カーディガン-cardigan	236054	カーデ	カーデ-cardigan	0.969871
10362	クミアワセル	組み合わせる	10360	クミアワス	組み合わす	0.854602
133085	サイコセラピスト	サイコセラピスト-psychotherapist	133086	サイコセラピー	サイコセラピー-psychotherapy	0.9999
173744	ラブコメ	ラブコメ-love comedy	39762	ラブ	ラブ-love	0.914774
251794	ハナレベヤ	離れ部屋	30024	ハナレ	離れ	0.989759
83323	センチメンタリズム	センチメンタリズム-sentimentalism	71234	センチメンタル	センチメンタル-sentimental	0.815465
15800	シメル	締める	15777	シメ	締め	0.999986
171828	オヨギモドル	泳ぎ戻る	5310	オヨギ	泳ぎ	0.968006
239139	リフレッシュナー	リフレッシュナー	40092	リフレッシュ	リフレッシュ-refresh	0.881857
233020	ハタキツケル	叩き付ける	29767	ハタク	叩く	0.994917
26793	トリサゲル	取り下げる	26792	トリサゲ	取り下げ	0.9986
26799	トリソロエル	取り揃える	87226	トリソロウ	取り揃う	0.998659
26801	トリタテル	取り立てる	26800	トリタテ	取り立て	0.998927
89968	ヒソミイル	潜み入る	31386	ヒソム	潜む	0.916497
227529	キタリアツマル	来たり集まる	177712	キタリアソブ	来たり遊ぶ	0.99894
230635	シンプリシティー	シンプリシティー-simplicity	196108	シンプリシテ	シンプリシテ-simplicite	0.933783
174026	カミアワサル	噛み合わさる	7076	カミアワセ	噛み合わせ	0.99968
93248	バイオロジカル	バイオロジカル-biological	134168	バイオロジー	バイオロジー-biology	0.999499
92788	オイヌケル	追い抜ける	193231	オイヌキ	追い抜き	0.963632
193331	オサエコミ	押さえ込み	4890	オサエル	押さえる	0.857218
173436	マモリテ	守り手	68635	モル	守る	0.99346
261273	シックスティーンス	シックスティーンス-sixteenth	221410	シックスティーン	シックスティーン-sixteen	0.999972
240024	イイシラセル	言い知らせる	1571	イウ	言う	0.882539
2406	イノベーション	イノベーション-innovation	199215	イノベート	イノベート-innovate	0.999905
252412	ジエチルアミノエトキシフェニル	ジエチルアミノエトキシフェニル-diethylaminoethoxyphenyl	116004	ジエチルアミド	ジエチルアミド-diethylamide	0.959599
254343	バイブレーティング	バイブレーティング-vibrating	134176	バイブ	バイブ-vibes	0.981677
44000	コンプリート	コンプリート-complete	330978	コンプリ	コンプリ	0.981241
44186	フォトグラファー	フォトグラファー	215276	フォトグラム	フォトグラム-photogram	0.909062
2789	インターンシップ	インターンシップ-internship	2788	インターン	インターン-intern	1.0
19060	スガスガシイ	清々しい	50508	キヨラ	清ら	0.874868
19222	スタレル	廃れる	19221	スタル	廃る	0.990329
19197	スズシイ	涼しい	56625	スズム	涼む	0.999962
22579	タノミコム	頼み込む	22712	タヨル	頼る	0.998533
22514	タトエル	例える	22511	タトエ	例え	0.846027
224901	アヤツリオドル	操り踊る	1076	アヤツル	操る	0.998927
225004	ヨゴシタオス	汚し倒す	8627	キタナイ	汚い	0.992305
270582	エラビイデル	選び出でる	4086	エラビダス	選び出す	0.823221
89487	ダキナオス	抱き直す	23107	ダキ	抱き	0.99716
5907	カイマミル	垣間見る	195895	カイマミ	垣間見	0.937478
94420	カラーリング	カラーリング-coloring	132548	カラー	カラー-collar	0.803878
68192	マチアワセル	待ち合わせる	35755	マチアワセ	待ち合わせ	0.999107
68123	マゼオリ	交ぜ織り	35730	マゼル	交ぜる	0.910809
6060	カキオコシ	書き起こし	48081	カキシルス	書き記す	0.99007
55303	カイシメル	買い占める	5737	カイシメ	買い占め	0.999998
55303	カイシメル	買い占める	5627	カイアゲ	買い上げ	0.999261
115871	シミュレーショニズム	シミュレーショニズム-Simulationism	15768	シミュレーション	シミュレーション-simulation	0.87198
228682	フリワケル	降り分ける	33147	フル	降る	0.986544
239564	フリアレル	降り荒れる	33108	フリシキル	降り頻る	0.80195
172568	ムラガリヨセル	群がり寄せる	193458	ムラガリ	群がり	0.968272
87861	ハナシカケル	話し掛ける	195914	ハナシカケ	話し掛け	0.999344
263305	カケトドメル	掛け留める	6258	カケ	掛け	0.91717
263509	ウラミドコロ	恨み所	3465	ウラミ	恨み	0.999884
88936	ハタキオトス	叩き落とす	89404	タタキオル	叩き折る	0.850846
88933	タタキステル	叩き捨てる	89405	タタキヤブル	叩き破る	0.897513
88890	モタレカケル	凭れ掛ける	37735	モタレアイ	凭れ合い	0.962023
275744	フレサス	触れさす	65950	フレ	触れ	0.977654
104438	クリアガリ	繰り上がり	93474	クリアゲ	繰り上げ	0.99999
306376	ヤマル	止まる	26631	トメ	止め	0.954041
212877	ノミアワセル	飲み合わせる	235245	ノミアワセ	飲み合わせ	0.803522
87920	カカワリアウ	関わり合う	6019	カカワリ	関わり	0.889651
87880	カタリカケル	語り掛ける	6684	カタリ	語り	0.880354
273155	ツキコメル	突き込める	24626	ツキコム	突き込む	0.977749
236245	ウカレモノ	浮かれ者	330929	ウカレ	浮かれ	0.989455
92210	ムキアワス	向き合わす	119649	ムキアイ	向き合い	0.981876
92215	フキマク	吹き巻く	203591	フキ	吹き	0.937204
92154	ツカイカケル	使い掛ける	235201	ツカイカケ	使い掛け	0.873155
193199	ハネアガリ	跳ね上がり	202755	ハネアゲ	跳ね上げ	0.943705
37060	ムコウガワ	向こう側	37056	ムコウ	向こう	0.990579
37599	モウシタテル	申し立てる	37598	モウシタテ	申し立て	0.985176
30630	バザール	バザール-bazar	30629	バザー	バザー-bazaar	0.986567
87725	タチアラワレル	立ち現われる	265852	タチヤドル	立ち宿る	0.897541
87260	ソソギイレル	注ぎ入れる	209176	ソソギイル	注ぎ入る	0.877496
249384	ブロードキャスター	ブロードキャスター-broadcaster	86092	ブロード	ブロード-broad	0.939871
12853	コトナリスウ	異なり数	12851	コトナリ	異なり	0.894718
49479	ウツブセル	うつ伏せる	3287	ウツブセ	うつ伏せ	0.896412
50246	キツケル	着付ける	8693	キツケ	着付け	0.97636
36938	ミワタス	見渡す	36920	ミル	見る	0.996953
36241	ミアワセル	見合わせる	90634	ミアワス	見合わす	0.999954
34580	ホウリコム	放り込む	64731	ヒル	放る	0.944684
169965	マツリバヤシ	祭り囃子	220763	マツリウタ	祭り唄	0.999976
4892	オサゲガミ	御下げ髪	4891	オサゲ	御下げ	0.999984
4916	オシアゲル	押し上げる	4915	オシアゲ	押し上げ	1.0
4887	オサエコム	押さえ込む	4890	オサエル	押さえる	0.966673
199163	エクサージュ	エクサージュ	120773	エクサ	エクサ-exercise	0.845154
44062	コラボレート	コラボレート-collaborate	120811	コラボ	コラボ-collaboration	0.971113
28832	ネスゴス	寝過ごす	28921	ネル	寝る	0.91706
88869	シマイカケル	仕舞い掛ける	88870	シマイコム	仕舞い込む	0.898594
258554	クリイダス	繰り出だす	10493	クリダス	繰り出す	0.999948
28781	ネカセツケル	寝かせ付ける	28782	ネカセル	寝かせる	0.996947
29196	ノベルス	ノベルス	93298	ノベル	ノベル-novel	0.987974
255969	イキチル	行き散る	1713	イク	行く	0.945628
25612	デカケル	出掛ける	61607	デガケ	出掛け	0.9999
25566	ディフェンダー	ディフェンダー-defender	25565	ディフェンス	ディフェンス-defense	0.999987
4933	オシススメル	押し進める	90058	オシススム	押し進む	0.994208
55056	カイウケル	買い受ける	92747	カイタス	買い足す	0.979833
55081	シノビヨル	忍び寄る	55076	シノビ	忍び	0.993331
172556	シキツマル	敷き詰まる	250543	シキツメ	敷き詰め	0.837548
319874	ウチツヅケル	打ち続ける	47931	ウチツヅク	打ち続く	0.998517
83690	ハウスキーピング	ハウスキーピング-housekeeping	83689	ハウスキーパー	ハウスキーパー-housekeeper	0.940008
90078	フリカワル	振り替わる	33099	フリカエ	振り替え	0.997338
173449	ポリクロロビフェニル	ポリクロロビフェニル-polychlorobiphenyl	120955	ポリ	ポリ-poly	0.998678
173490	モミサスル	揉み摩る	198344	モミ	揉み	0.852738
173546	ホリススメル	彫り進める	176865	ホリススム	彫り進む	0.989377
59590	セリアガル	競り上がる	194325	セリアゲ	競り上げ	0.941317
19401	スベリオリル	滑り下りる	335817	スベリクダル	滑り下る	0.993636
60989	トリサル	取り去る	26854	トル	取る	0.93379
277327	ビッキーズ	ビッキーズ	144457	ビッキ	ビッキ	0.864614
196952	ヒヤケル	日焼ける	31693	ヒヤケ	日焼け	0.913071
197251	マクリタテル	捲り立てる	35580	マクル	捲る	0.955827
53993	サシデル	差し出る	53799	サシ	差し	0.975915
54143	ザスル	座する	19562	スワル	座る	0.999805
25647	デジタル	デジタル-digital	120624	デジ	デジ-digital	0.999268
1539	イイチガエル	言い違える	47609	イイチガイ	言い違い	0.996978
196175	ボディービルディング	ボディービルディング-bodybuilding	86524	ボディービル	ボディービル-bodybuilding	0.989899
89077	ウケバコ	受け箱	3065	ウケ	受け	0.997343
89664	カキフエル	書き増える	6124	カク	書く	0.999546
221281	ガンナーズ	ガンナーズ	236175	ガンナー	ガンナー-gunner	0.922828
43694	イミテーション	イミテーション-imitation	309688	イミテート	イミテート	0.999986
87829	キソイアウ	競い合う	49455	キオイ	競い	0.924804
87838	ムキアウ	向き合う	37046	ムケ	向け	0.856059
88298	アクセシビリティー	アクセシビリティー-accessibility	99813	アクセシブル	アクセシブル-accessible	0.845355
24228	チラバル	散らばる	24240	チル	散る	0.945427
24494	ツキアワセル	突き合わせる	24539	ツク	突く	0.847216
24518	ツキヌケル	突き抜ける	63967	ツキヌク	突き抜く	0.98997
24573	ツケアワセル	付け合わせる	59761	ツケアワセ	付け合わせ	0.998418
236368	ヤブレアナ	破れ穴	38405	ヤブレ	破れ	0.909916
56990	スリアワセル	擦り合わせる	172981	コスリアウ	擦り合う	0.994584
56990	スリアワセル	擦り合わせる	332494	スリアウ	擦り合う	0.978596
56793	スネモノ	拗ね者	193143	コジレ	拗れ	0.938415
239268	パーフェクショニスト	パーフェクショニスト-perfectionist	239269	パーフェクション	パーフェクション-perfection	0.979495
238522	ネバリモノ	粘り物	137783	ネバイ	粘い	0.928548
250605	ネダリゴト	強請り言	28842	ネダリ	強請り	0.967838
217945	ブラトップ	ブラトップ	117320	ブラ	ブラ-bra	0.815563
83110	ジャーナリスティック	ジャーナリスティック-journalistic	18147	ジャーナリスト	ジャーナリスト-journalist	0.976139
83066	シェアリング	シェアリング-sharing	14992	シェア	シェア-share	0.999962
41350	ワリアテル	割り当てる	41349	ワリアテ	割り当て	0.840622
41645	ナノテクノロジー	ナノテクノロジー-nanotechnology	42321	ナノ	ナノ-nano	0.991264
19167	スサマジイ	凄まじい	19163	スゴイ	凄い	0.953269
90029	ウチオル	打ち折る	3274	ウツ	打つ	0.84045
30983	パトカー	パトカー-patrol car	263596	パト	パト	0.998466
50179	オソレオオイ	恐れ多い	4985	オソレ	恐れ	0.968754
82632	ウイークリー	ウイークリー-weekly	2937	ウイーク	ウイーク-weak	0.982926
47165	エリスグル	選りすぐる	65302	エリ	選り	0.931956
47621	イイヌケル	言い抜ける	47630	イイヒラキ	言い開き	0.829843
209409	スポンサード	スポンサード-sponsored	19425	スポンサー	スポンサー-sponsor	0.809146
94209	シオクリキン	仕送り金	15026	シオクリ	仕送り	0.990562
87833	ヨビカケル	呼び掛ける	87832	ヨビカケ	呼び掛け	1.0
25274	テラシアワセル	照らし合わせる	25273	テラシアワス	照らし合わす	1.0
25274	テラシアワセル	照らし合わせる	89986	テラシツケル	照らし付ける	0.980091
253949	ピロリジノウレア	ピロリジノウレア-pyrrolizinourea	83840	ピロリ	ピロリ-pylori	0.928793
174684	アズケカエル	預け替える	203613	アズケカエ	預け替え	0.999963
6267	カケアワセル	掛け合わせる	6263	カケアウ	掛け合う	0.880016
82477	アスパラガス	アスパラガス-asparagus	120741	アスパラ	アスパラ-Asparagus	1.0
71482	クルミコム	包み込む	194422	ツツミガミ	包み紙	0.868146
10821	グロテスク	グロテスク-grotesque	82869	グロ	グロ-grotesque	0.996145
10824	グローバリゼーション	グローバリゼーション-globalization	95399	グローバリズム	グローバリズム-globalism	0.999726
13231	コントローラー	コントローラー-controller	13232	コントロール	コントロール-control	0.821355
50882	キリサイナム	切り苛む	88068	キリ	切り	0.907494
5078	オトシコム	落とし込む	204674	オトシヌシ	落とし主	0.875637
50894	クリノベル	繰り延べる	10470	クリ	繰り	0.838123
308605	ウマレクル	生まれ来る	3379	ウマレル	生まれる	0.997296
212422	ミニストリー	ミニストリー-ministry	36734	ミニ	ミニ-mini	0.831744
177598	トビチラス	飛び散らす	60862	トビチル	飛び散る	0.996888
9511	キリコム	切り込む	9560	キレ	切れ	0.951025
95094	アフリカニズム	アフリカニズム-Africanism	948	アフリカン	アフリカン-African	0.999068
138126	キメコマカイ	木目細かい	138124	キメコマカ	木目細か	0.999997
276894	ハオチー	ハオチー	206338	ハオ	ハオ	0.933624
83491	デフレーション	デフレーション-deflation	120845	デフレ	デフレ-deflation	0.998067
18872	スイアゲル	吸い上げる	175493	スイアゲ	吸い上げ	1.0
229237	オサエバネ	押さえばね	207735	オサエヤク	押さえ役	0.964562
22075	タカマル	高まる	21995	タカイ	高い	0.886833
5242	オモイダス	思い出す	5247	オモイデ	思い出	0.997477
157226	ハンディキャッパー	ハンディキャッパー-handicapper	30413	ハンディキャップ	ハンディキャップ-handicap	0.978033
263630	ナキミダレル	鳴き乱れる	212763	ナキゾメク	鳴き騒く	0.889666
196173	ルールブック	ルールブック-rulebook	40548	ルール	ルール-rule	0.846154
196164	スイートハート	スイートハート-sweetheart	83177	スイート	スイート-suite	0.999965
196155	ネックライン	ネックライン-neckline	41764	ネック	ネック-neck	0.999395
86183	ペンシル	ペンシル-pencil	34340	ペン	ペン-pen	0.997754
210086	ハコビカエス	運び返す	29656	ハコブ	運ぶ	0.944485
68372	モクスル	黙する	23254	ダマル	黙る	0.995588
92294	マキシメル	巻き締める	215315	マキシメ	巻き締め	0.929476
279643	スカシエ	透かし絵	56198	スカシ	透かし	0.900001
218572	プレースメント	プレースメント-placement	33759	プレース	プレース-place	0.991736
91174	アソビクラス	遊び暮らす	720	アソビマワル	遊び回る	0.985009
101438	アナウンスメント	アナウンスメント-announcement	888	アナウンス	アナウンス-announce	0.999044
1009	アマチュア	アマチュア-amateur	103239	アマ	アマ-amateur	0.998203
1010	アマッタレル	甘ったれる	195794	アマッタレ	甘ったれ	0.998444
92328	ドナリアゲル	怒鳴り上げる	27307	ドナリコム	怒鳴り込む	0.909439
92318	ヒキノク	引き退く	64162	ヒキフダ	引き札	0.84873
309695	インストルメンタリティー	インストルメンタリティー	132155	インストルメンタリズム	インストルメンタリズム-instrumentalism	0.957452
71233	センセーショナル	センセーショナル-sensational	44104	センセーション	センセーション-sensation	0.879823
134031	ナショナリティー	ナショナリティー-nationality	134029	ナショナリスト	ナショナリスト-nationalist	0.987349
5172	オフサイドトラップ	オフサイドトラップ	54507	オフサイド	オフサイド-offside	0.817621
50977	キリハナレ	切り離れ	9554	キル	切る	0.999401
50899	キリサゲル	切り下げる	9513	キリサゲ	切り下げ	0.999918
212929	エマイ	笑まい	4036	エミ	笑み	0.966608
265607	アジサイマツリ	紫陽花祭り	654	アジサイ	紫陽花	0.810018
92517	アフレイデル	溢れ出でる	46899	アフレデル	溢れ出る	0.995512
