# ref_src_2019_03.tsv をマルチクラスのGLAD法で品質評価した結果
# 本tsvファイルの列名は以下の通り。ただし、この行のように、「#」で始める行はコメント行。
#語彙素ID_1	語彙素読み1	語彙素1	語彙素ID_2	語彙素読み2	語彙素2	2つの語彙素が近しい意味を持つ確率
6267	カケアワセル	掛け合わせる	87181	カケアワス	掛け合わす	1.0
65435	イキウマ	生き馬	1651	イキ	生き	0.944288
32454	フェスティバル	フェスティバル-festival	183877	フェス	フェス-festival	0.996932
35903	マトメアゲル	纏め上げる	35902	マトメアゲ	纏め上げ	1.0
35780	マチブセル	待ち伏せる	35779	マチブセ	待ち伏せ	0.992389
92138	ツキカケル	付き掛ける	24506	ツキソウ	付き添う	0.922793
92228	ヨビステル	呼び捨てる	39438	ヨビステ	呼び捨て	1.0
92099	メカトロニクス	メカトロニクス	37351	メカ	メカ-mechanism	0.999996
92262	ヌリコクル	塗りこくる	35978	マブス	塗す	0.820951
235042	アソビアカス	遊び明かす	715	アソビ	遊び	0.889844
203879	ウカビイデル	浮かび出でる	307685	ウカビダス	浮かび出す	0.977186
203882	ウカレイデル	浮かれ出でる	197158	ウカレオドル	浮かれ踊る	0.885632
174055	アミアガル	編み上がる	46507	アミアゲ	編み上げ	0.953622
29458	ハイパーリンク	ハイパーリンク-hyperlink	29456	ハイパー	ハイパー-hyper	0.826606
252811	サシトドメル	差し止める	14155	サシトメ	差し止め	0.999068
32566	フキキヨメル	拭き清める	32593	フク	拭く	0.996037
32682	フクミエキ	含み益	32685	フクム	含む	0.99584
206397	オモイカカル	思い掛かる	89765	オモイオク	思い置く	0.899399
14395	サムザムシイ	寒々しい	277461	サムメ	寒め	0.926233
142886	ファンダメンタリズム	ファンダメンタリズム-fundamentalism	32340	ファンダメンタル	ファンダメンタル-fundamental 	0.972122
10766	グラマー	グラマー-grammar	263473	グラマ	グラマ-gramma	0.934131
257077	ノミゴロ	飲み頃	29226	ノム	飲む	0.901191
196808	イキカエリ	生き返り	293601	イク	生く	0.915899
3147	ウスギリ	薄切り	87910	ウスメ	薄め	0.969719
15150	シキリナオス	仕切り直す	15152	シキル	仕切る	0.810443
2841	インフォメーション	インフォメーション-information	82624	インフォ	インフォ-info	0.999325
87806	イイカケル	言い掛ける	1571	イウ	言う	0.999995
28915	ネライウツ	狙い打つ	28917	ネラウ	狙う	0.992952
176121	イツクシミソダテル	慈しみ育てる	205323	イツクシミハグクム	慈しみ育む	0.998878
44606	コーディネーション	コーディネーション-coordination	13303	コーディネーター	コーディネーター-coordinator	0.999904
44606	コーディネーション	コーディネーション-coordination	13304	コーディネート	コーディネート-coordinate	0.838544
202772	シキリベヤ	仕切り部屋	231298	シキリダナ	仕切り棚	0.867752
223139	エモーショナリズム	エモーショナリズム-emotionalism	82699	エモーション	エモーション-emotion	0.926487
94420	カラーリング	カラーリング-coloring	132547	カラー	カラー-Calla	0.994069
37131	ムスビツケル	結び付ける	193351	ムスビツケ	結び付け	0.85192
23251	ダマシトル	騙し取る	23252	ダマス	騙す	0.997225
64149	ヒキノケル	引き退ける	92318	ヒキノク	引き退く	0.967057
64092	ヒキツレル	引き攣れる	64091	ヒキツル	引き攣る	0.999271
64211	ヒキワケル	引き分ける	31262	ヒキワケ	引き分け	0.999711
90592	オクリアウ	送り合う	4855	オクル	送る	0.809554
90593	オクリムカエル	送り迎える	4852	オクリムカエ	送り迎え	0.932334
131838	アカデミシャン	アカデミシャン-academician	336	アカデミック	アカデミック-academic	0.996406
131975	アフリカーナ	アフリカーナ-Afrikaner	948	アフリカン	アフリカン-African	0.852959
194412	ヨゴレモノ	汚れ物	158056	ヨゴシ	汚し	0.95987
92329	ドナリチラス	怒鳴り散らす	4877	オコル	怒る	0.99999
92788	オイヌケル	追い抜ける	4396	オウ	追う	0.90786
33974	ヘラシ	減らし	137041	メリ	減り	0.99757
24752	ツミカサネル	積み重ねる	24751	ツミカサネ	積み重ね	0.970084
24750	ツミカサナル	積み重なる	24751	ツミカサネ	積み重ね	0.96152
281368	ティアドロップ	ティアドロップ-teardrop	281370	ティア	ティア-tear	0.818307
228949	オボシユズル	思し譲る	5255	オモウ	思う	0.978781
229425	ウマレカケ	生まれ掛け	3379	ウマレル	生まれる	0.966614
264551	オーバーカム	オーバーカム-overcome	5540	オーバー	オーバー-over	0.991612
89507	フリタクル	振りたくる	189859	フリモドス	振り戻す	0.801239
89467	ウチナラス	打ち鳴らす	199920	ウチナル	打ち鳴る	0.994116
89235	タズネアルク	尋ね歩く	287898	タズネ	尋ね	0.949645
224769	タノシミナガメル	楽しみ眺める	218106	タノシミゴト	楽しみ事	0.98935
224904	コスリアワス	擦り合わす	172981	コスリアウ	擦り合う	0.999971
176015	シノビアルク	忍び歩く	293606	シノビル	忍びる	0.892306
176024	モチソナエル	持ち備える	207956	モチフダ	持ち札	0.926495
176021	ヨロメキタツ	蹌踉き立つ	193690	ヨロメキ	蹌踉き	0.956309
175924	イイヤメル	言い止める	258278	イイヤム	言い止む	0.909627
307701	ツカイノコリ	使い残り	24447	ツカイ	使い	0.821565
30728	バドミントン	バドミントン-badminton	246730	バド	バド	0.996888
187054	ロビーイング	ロビーイング-lobbying	41009	ロビー	ロビー-lobby	0.902562
87132	ウマレデル	生まれ出る	192537	ウマレビ	生まれ日	0.89913
196310	セカンドハンド	セカンドハンド-secondhand	272504	セカンド	セカンド-second（秒）	0.952071
197158	ウカレオドル	浮かれ踊る	236245	ウカレモノ	浮かれ者	0.860801
172912	ホリススメル	掘り進める	34842	ホル	掘る	0.980668
173575	ナキミダレル	泣き乱れる	27759	ナキ	泣き	0.908983
173692	エラビワケル	選び分ける	65302	エリ	選り	0.86718
184706	アミイト	編み糸	198597	アミ	編み	0.991875
71247	イヤラシイ	嫌らしい	9483	キラウ	嫌う	0.860583
71019	インテリジェント	インテリジェント-intelligent	2799	インテリ	インテリ-intelligentsiya	0.904969
196205	ヨビサマセル	呼び覚ませる	71679	ヨビサマス	呼び覚ます	0.822368
90003	ウミアタエル	生み与える	3393	ウム	生む	0.840589
33799	プロフェッショナル	プロフェッショナル-professional	103238	プロ	プロ-pro	0.999696
7440	カワリガワリ	代わり代わり	90147	カワリアウ	代わり合う	0.99249
2594	イルミネーション	イルミネーション-illumination	274450	イルミ	イルミ	0.99816
2615	イロアセル	色褪せる	226493	イロアセ	色褪せ	0.999512
334490	ヤリイダス	遣り出だす	333866	ヤリダス	遣り出す	0.999498
334878	ウチノケル	打ち除ける	199805	ウチノゾク	打ち除く	0.940836
65604	フリアウ	触り合う	14492	サワル	触る	0.850187
48051	カキアワセル	掻き合わせる	195918	カキアワセ	掻き合わせ	0.99507
201636	ハゲミアウ	励み合う	29642	ハゲム	励む	0.999973
181070	スピリチュアリティー	スピリチュアリティー-spirituality	234450	スピリチュアリスト	スピリチュアリスト-spiritualist	0.860018
261268	ナインティーンス	ナインティーンス-nineteenth	27529	ナインティーン	ナインティーン-nineteen	0.861527
261270	フォーティース	フォーティース-fortieth	32500	フォーティー	フォーティー-forty	0.801288
92848	ナリハタメク	鳴りはためく	28043	ナリ	鳴り	0.998805
83225	ステージング	ステージング-staging	19281	ステージ	ステージ-stage	0.970414
83168	シンクロナイズ	シンクロナイズ-synchronize	98339	シンクロ	シンクロ-synchro	0.979781
335664	ブッカカル	打っ掛かる	196973	ブッカケ	打っ掛け	0.983309
177540	オモイコマス	思い込ます	5238	オモイコム	思い込む	0.822352
175589	ウマレソダテル	生まれ育てる	3379	ウマレル	生まれる	0.912053
176014	オドリアルク	踊り歩く	5106	オドリ	踊り	0.856021
28030	ナラビカエル	並び替える	28029	ナラビカエ	並び替え	0.999999
28053	ナリヒビク	鳴り響く	27775	ナク	鳴く	0.999146
223475	ニギワイアフレル	賑わい溢れる	28226	ニギワイ	賑わい	0.999963
90034	ウチチガエル	打ち違える	47920	ウチチガイ	打ち違い	0.999625
90034	ウチチガエル	打ち違える	89555	ウチチガウ	打ち違う	0.999998
90002	ウマレイデル	生まれ出でる	87132	ウマレデル	生まれ出る	0.999719
90006	モウシダス	申し出す	37616	モウス	申す	0.944437
312331	フレンドリーシップ	フレンドリーシップ	71429	フレンドリー	フレンドリー-friendly	0.932545
64964	ヒッコヌク	引っこ抜く	31279	ヒケ	引け	0.865759
18872	スイアゲル	吸い上げる	56118	スイツク	吸い付く	0.857848
19025	スエツケル	据え付ける	19024	スエツケ	据え付け	0.993083
23109	ダキアワセル	抱き合わせる	59218	ダキアワセ	抱き合わせ	0.999269
23109	ダキアワセル	抱き合わせる	87856	ダキアウ	抱き合う	0.908823
224904	コスリアワス	擦り合わす	332494	スリアウ	擦り合う	0.994766
176739	オリアワス	織り合わす	54678	オル	織る	0.916343
2774	インターチェンジ	インターチェンジ-interchange	2773	インター	インター	1.0
201928	アワセモチイル	合わせ用いる	236960	アワセウマ	合わせ馬	0.879024
114956	インダストリアライゼーション	インダストリアライゼーション-industrialization	2790	インダストリー	インダストリー-industry	0.95185
43311	ナチズム	ナチズム-Nazism	27861	ナチ	ナチ-Nazi	0.916451
32204	ピッチング	ピッチング-pitching	32202	ピッチ	ピッチ-pitch	0.971497
2950	ウェブサイト	ウェブサイト-website	2949	ウェブ	ウェブ-web	0.841082
175589	ウマレソダテル	生まれ育てる	3371	ウマレ	生まれ	0.868732
175701	ドナリトバス	怒鳴り飛ばす	87928	ドナリアイ	怒鳴り合い	0.964552
175727	シタテアゲル	仕立て上げる	15430	シタテ	仕立て	0.970603
175729	シタテアガル	仕立て上がる	15431	シタテル	仕立てる	0.996658
175866	クルシミナヤム	苦しみ悩む	10526	クルシミ	苦しみ	0.805702
89598	フリウゴカス	振り動かす	33091	フリ	振り	0.97671
9529	キリトル	切り取る	88068	キリ	切り	0.998092
91167	ニゲカクレル	逃げ隠れる	193235	ニゲカクレ	逃げ隠れ	0.998063
175528	アズカリウケル	預かり受ける	194414	アズカリモノ	預かり物	0.995401
104802	シキリイタ	仕切り板	15147	シキリ	仕切り	0.998465
45847	コスメチック	コスメチック-cosmetic	43731	コスメ	コスメ-cosmetic	0.959103
237321	アレアレ	荒れ荒れ	47358	アレ	荒れ	0.858073
237361	ハレカン	腫れ感	64046	ハレ	腫れ	0.933306
175976	オリアワセル	織り合わせる	176739	オリアワス	織り合わす	0.848925
6359	カサネアワセル	重ね合わせる	91185	カサネアウ	重ね合う	0.999401
312331	フレンドリーシップ	フレンドリーシップ	33204	フレンド	フレンド-friend	0.972503
30790	バレーボール	バレーボール-volleyball	30789	バレー	バレー-volley	0.99747
25706	デムカエル	出迎える	25705	デムカエ	出迎え	0.996408
89107	シャベリツカレル	喋り疲れる	15975	シャベル	喋る	0.883845
89148	センケンギョウ	専兼業	37803	モッパラ	専ら	0.874699
190659	モミアワセル	揉み合わせる	87821	モミアウ	揉み合う	0.989869
190504	フォトグラフィー	フォトグラフィー-photography	32481	フォト	フォト-photo	0.997732
190422	ワライナガス	笑い流す	41336	ワラウ	笑う	0.930273
82960	コンストラクション	コンストラクション-construction	162187	コンストラクト	コンストラクト-construct	0.983509
131933	アドミッション	アドミッション-admission	172562	アドミ	アドミ-administration	0.872885
131990	アポクリファ	アポクリファ-Apocrypha	183809	アポクリン	アポクリン	0.949607
32352	フェスタ	フェスタ-festa	189391	フェス	フェス	0.999965
213476	カジバ	鍛冶場	136027	キタエ	鍛え	0.874351
24809	ツリアゲル	吊り上げる	252216	ツリコ	吊り子	0.933625
247566	ミコヒメ	巫女姫	65607	フジョ	巫女	0.970481
171590	ヨリアワセル	縒り合わせる	174427	ヨリアワス	縒り合わす	0.826206
133710	チェーサー	チェーサー-chaser	172289	チェーサ	チェーサ	0.812655
133640	タフネス	タフネス-toughness	265153	タフ	タフ-tuff	0.999999
216261	シノビオドリ	忍び踊り	15641	シノブ	忍ぶ	0.954282
499	アケクレル	明け暮れる	498	アケクレ	明け暮れ	0.999709
47689	イカケ	鋳掛け	47434	イル	鋳る	0.87088
88031	シカケエ	仕掛け絵	15063	シカケ	仕掛け	0.996062
90339	ムレアツマル	群れ集まる	172683	ムレツドウ	群れ集う	0.999994
90313	トジツケル	綴じ付ける	193318	トジツケ	綴じ付け	1.0
90486	ウマレカカル	生まれ掛かる	229425	ウマレカケ	生まれ掛け	0.986016
38935	ユルギ	揺るぎ	38932	ユル	揺る	0.939954
39458	ヨミアサル	読み漁る	39484	ヨム	読む	0.806509
38538	ヤリナオス	遣り直す	38541	ヤル	遣る	0.888917
208342	スキーイング	スキーイング-skiing	19084	スキー	スキー-ski	0.992257
24577	ツケクワワル	付け加わる	252681	ツケクワエ	付け加え	1.0
89247	サシムカウ	差し向かう	54026	サシムキ	差し向き	0.942641
88018	カクシベヤ	隠し部屋	207723	カクシアナ	隠し穴	0.832816
206360	アラキザミ	荒刻み	19170	スサム	荒む	0.948125
206315	カキナゾリ	書きなぞり	48081	カキシルス	書き記す	0.922712
295417	モンドウ	問答う	38055	モンドウ	問答	0.910972
223918	イタワリオモウ	労わり思う	237305	イタワリゴコロ	労わり心	0.909498
